Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
778,0.0,0.9796,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['sebar', 'number', 'orang', 'allcaps', 'covid', 'allcaps', 'number', 'indonesia', 'tanggal', 'date', 'jakarta', 'number', 'orang', 'banten', 'number', 'jabar', 'number', 'papua', 'number', 'jatim', 'number', 'sulsel', 'number', 'sulteng', 'number', 'bal', 'number', 'riau', 'number', 'jambi', 'number', 'allcaps', 'ntb', 'allcaps', 'number', 'sulbar', 'number', 'babel', 'number', 'sultra', 'number', 'orang']"
779,5.0,0.8541,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['indigo', 'indigo', 'covid', 'bain', 'perintah']"
780,3.0,0.9485,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['nebar', 'tanah', 'kubur', 'rumah', 'orang', 'orang', 'nolak', 'jenazah', 'pasien', 'covid', 'number', 'biar', 'rumah', 'rem', 'aduh', 'elongated']"
781,5.0,0.8905,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['tindak', 'org', 'tolak', 'coba', 'keluarga', 'kena', 'covid']"
782,3.0,0.9635,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['resigned', 'mas', 'hotel', 'suka', 'nomaden', 'urus', 'inshaallah', 'ketemu', 'iya', 'mas', 'kakak', 'moga', 'allcaps', 'covid', 'allcaps', 'number', 'cpt', 'ganti', 'sehat', 'bahagia', 'umat', 'manusia', 'dunia']"
783,0.0,0.9416,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['wali', 'kota', 'bogor', 'bima', 'arya', 'boleh', 'pulang', 'number', 'rawat', 'positif', 'allcaps', 'covid', 'allcaps', 'number']"
784,5.0,0.9453,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['mampu', 'ds', 'covid', 'number', 'sih', 'barber', 'kalang', 'langgan', 'hatta', 'rumah', 'repeated', 'sdg', 'proses', 'ekang', 'wabak']"
785,3.0,0.9583,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['hadith', 'isu', 'covid', 'number', 'perintah', 'kawal', 'gera', 'nabi', 'sabda', 'nikmat', 'lupa', 'manusia', 'number', 'kesihatan', 'allcaps', 'lapang', 'allcaps', 'hadith', 'riwayat', 'bukhari']"
786,4.0,0.9326,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['pertamina', 'hiswana', 'serah', 'sembako', 'allcaps', 'apd', 'allcaps', 'bantu', 'tangan', 'covid', 'number', 'sulsel']"
787,4.0,0.9663,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['buang', 'respons', 'orang', 'berprilaku', 'negatif', 'siap', 'hadap', 'goncangan', 'demi', 'allcaps', 'covid', 'allcaps', 'number', 'kuat', 'nya', 'krisis', 'number', 'paham', 'allcaps', 'hukum', 'allcaps', 'moga', 'lalu', 'badai', 'selamatamin']"
788,3.0,0.9416,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['amerika', 'egois', 'potret', 'buruk', 'negara', 'kapitalis', 'tangan', 'allcaps', 'covid', 'allcaps', 'number', 'muslimah', 'talksimak', 'link']"
789,4.0,0.9326,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['sore', 'dulur', 'data', 'baru', 'pasien', 'allcaps', 'covid', 'allcaps', 'number', 'yogyakarta', 'lengkap', 'akses']"
790,0.0,0.9326,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['covid', 'number', 'kuliah', 'online', 'masuk', 'tugas', 'jarang', 'ngumpul', 'senin', 'uts', 'bayarreal', 'life']"
791,0.0,0.9539,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['pt', 'angkasa', 'pura', 'ii', 'persero', 'laku', 'jam', 'operasional', 'number', 'bandara', 'optimalisasi', 'layan', 'dukung', 'cegah', 'sebar', 'covid', 'number', 'lengkap']"
792,6.0,0.9374,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['allcaps', 'adun', 'allcaps', 'bukit', 'semuja', 'sumbang', 'termometer', 'pusat', 'periksa', 'virus', 'covid', 'number', 'seri']"
793,6.0,0.9204,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['number', 'rw', 'depok', 'kampung', 'siaga', 'covid', 'number', 'bentuk', 'number', 'rw']"
794,3.0,0.9204,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['luna', 'maya', 'anggap', 'corona', 'covid', 'number', 'uji', 'hubung', 'degan', 'ryochin']"
795,1.0,0.8749,"allcaps, covid, number, tenaga_medis, iya, cegah, repeated, sebar, moga, medis","['allahh', 'positive', 'covid', 'dahh', 'kat', 'blok']"
796,4.0,0.9735,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['perintah', 'pusat', 'gugus', 'tugas', 'cepat', 'tanggulang', 'wabah', 'allcaps', 'covid', 'allcaps', 'number', 'nasional', 'kirim', 'bantu', 'allcaps', 'apd', 'allcaps', 'alat', 'lindung', 'number', 'koli', 'number', 'pcs', 'number', 'pcs', 'masker', 'sulawesi', 'tenggara', 'sultra', 'gugus_tugas', 'gugus_tugas', 'gugus_tugas']"
797,6.0,0.9485,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['lg', 'status', 'allcaps', 'otg', 'allcaps', 'orang', 'gejala', 'jadi', 'risiko', 'kontak', 'orang', 'rs', 'gejala', 'covid', 'number', 'banding']"
798,4.0,0.9204,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['pangku', 'hidup', 'islam', 'khilafah', 'wajib', 'butuh', 'desak', 'pesan', 'indonesia', 'dunia']"
799,0.0,0.9374,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['allcaps', 'pdp', 'allcaps', 'covid', 'number', 'kalsel', 'allcaps', 'pdp', 'allcaps', 'tinggal', 'batola', 'negatif', 'corona']"
800,2.0,0.9717,"covid, number, repeated, jaga_jarak, kena, tangan, jaga, takut, orang, salam","['solusi', 'mesti', 'kompak', 'iya', 'saran', 'om', 'faisal', 'basri', 'fokus', 'dl', 'covid', 'ampe', 'sehat', 'pmrintah', 'temu', 'jalur', 'kordinasi', 'tangan', 'metode', 'tokcer', 'mulei', 'lg', 'roda', 'ekonomi', 'trmasuk', 'cipta', 'kerja', 'mas', 'beranta', 'smuaa']"
801,0.0,0.9124,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['tau', 'malas', 'dengar', 'berita', 'covid', 'number', 'hubung', 'perintah', 'begitu']"
802,3.0,0.927,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['himbauan', 'wali', 'nagari', 'tandikek', 'kec', 'patamuan', 'kab', 'pariaman', 'tangan', 'covid', 'number']"
803,4.0,0.9026,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['dukung', 'rawan', 'covid', 'number', 'alpenland', 'management', 'serah', 'bantu']"
804,2.0,0.9327,"covid, number, repeated, jaga_jarak, kena, tangan, jaga, takut, orang, salam","['tiba', 'dejavu', 'online', 'discussion', 'assignment', 'grpmate', 'idk', 'but', 'maybe', 'covid', 'kena', 'kuarintin']"
805,1.0,0.5842,"allcaps, covid, number, tenaga_medis, iya, cegah, repeated, sebar, moga, medis","['hm', 'not', 'takpelah', 'musim', 'covid', 'duit', 'masuk', 'covid', 'since', 'now', 'allcaps', 'rmo', 'allcaps', 'rd', 'phase', 'still', 'tadek', 'kena', 'potong', 'allcaps', 'hsbc', 'allcaps', 'asb', 'pulak', 'dengar', 'percent', 'reits', 'minimum', 'percent', 'allcaps', 'monthly', 'pulaktu', 'nikmat', 'kau', 'dusta', 'allcaps']"
806,0.0,0.9698,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['allcaps', 'thr', 'pns', 'allcaps', 'gaji', 'number', 'ancam', 'sirna', 'makan', 'covid', 'number', 'dana', 'hutang', 'pakai', 'tangan', 'virus', 'corona', 'hasil', 'repeated', 'gaji', 'anggota', 'allcaps', 'dpr', 'allcaps', 'potong', 'iya', 'elongated', 'repeated']"
807,5.0,0.9763,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['kecewa', 'allcaps', 'pln', 'allcaps', 'allcaps', 'bumn', 'allcaps', 'tolong', 'ringan', 'beban', 'biaya', 'listrik', 'repeated', 'tertama', 'langgan', 'rumah', 'tngga', 'kode', 'tingkat', 'dapat', 'discon', 'tingkat', 'disebbkan', 'allcaps', 'covid', 'allcaps', 'rumah', 'tgga', 'dampak', 'pkai', 'number', 'watt', 'trdmpak', 'allcaps', 'covid', 'allcaps']"
808,7.0,0.9203,"covid, repeated, number, allcaps, positif, cari, kiamat, orang, perintah, manusia","['terang', 'keliling', 'satu', 'lawan', 'covid', 'number', 'sat', 'lantas', 'polres', 'bone']"
809,3.0,0.9452,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['as', 'anggota', 'jamaah', 'tabligh', 'ikut', 'ijtima', 'kabupaten', 'gowa', 'cluster', 'sebar', 'covid', 'number', 'serta', 'jamaah', 'negara']"
810,4.0,0.9583,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['kengen', 'banget', 'nonton', 'badminton', 'kangen', 'jantung', 'nonton', 'badminton', 'kangen', 'teriak', 'jls', 'lg', 'nonton', 'badminton', 'huhu', 'moga', 'pandemi', 'covid', 'number', 'cepat']"
811,3.0,0.9619,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['rumah', 'cari', 'makan', 'ubah', 'halte', 'rumah', 'penuh', 'nggak', 'orang', 'proyek', 'gedung', 'ramai', 'sepi', 'langit', 'kotor', 'bersih', 'allcaps', 'covid', 'allcaps', 'number', 'changes', 'everything']"
812,0.0,0.927,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['mati', 'allcaps', 'covid', 'allcaps', 'number', 'jadi', 'kumulatif', 'kes', 'mati', 'number', 'kes']"
813,0.0,0.6196,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['tangan', 'cegah', 'sebar', 'virus', 'allcaps', 'covid', 'allcaps', 'number', 'perintah', 'fasilitas', 'pajak', 'alat', 'sehat', 'dukung', 'fasilitas', 'simak', 'infografis']"
814,4.0,0.9485,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['buntut', 'pasien', 'positif', 'covid', 'number', 'grobogan', 'keluyur', 'sragen', 'pemkab', 'tes', 'warga', 'kontak', 'jagongan', 'tanon', 'dokter', 'tangan']"
815,1.0,0.7064,"allcaps, covid, number, tenaga_medis, iya, cegah, repeated, sebar, moga, medis","['fraksi', 'partai', 'gerindra', 'allcaps', 'dpr', 'allcaps', 'bantu', 'number', 'allcaps', 'apd', 'allcaps', 'number', 'masker', 'sebar', 'rumah', 'sakit', 'daerah', 'rawan', 'covid', 'number', 'allcaps', 'dki', 'allcaps', 'jakarta', 'jawa', 'barat', 'banten', 'sumut', 'sul', 'sel', 'syukur']"
816,6.0,0.9742,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['bright', 'side', 'from', 'covid', 'number', 'situation', 'minum', 'ngerokok', 'bulan', 'moga', 'buka', 'puasa', 'ramadhan', 'bnykan', 'kantor', 'bukber', 'tmn', 'jrg', 'banget', 'rumah', 'moga', 'covid', 'ilang', 'cocok', 'ramadan', 'makes', 'realize', 'family', 'is', 'the', 'most', 'important', 'things']"
817,5.0,0.9619,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['jadi', 'semarang', 'sedih', 'awat', 'ngurus', 'pasien', 'covid', 'tinggal', 'jenazah', 'tolak', 'number', 'warga', 'kembali', 'rs', 'info', 'langsung', 'wali', 'santri', 'ibu', 'awat', 'pasien', 'covid']"
818,0.0,0.927,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['kaji', 'ubat', 'kait', 'gunting', 'rambut', 'memperlekehkan', 'kadar', 'infeksi', 'sebar', 'covid', 'number']"
819,3.0,0.9663,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['rapid', 'deteksi', 'antibodi', 'tubuh', 'ada', 'virus', 'tubuh', 'gejala', 'klinis', 'periksa', 'lab', 'curiga', 'covid', 'rapid', 'negatif', 'rapid', 'ulang', 'number', 'salah', 'periksa', 'akurat', 'iya', 'swab', 'iya', 'gitu']"
820,3.0,0.9416,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['api', 'asmara', 'bara', 'hangat', 'cium', 'detak', 'jantung', 'akan', 'irama', 'lena', 'pesona', 'alun', 'covid', 'dangdut']"
821,4.0,0.9539,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['situ', 'bawaslu', 'kabupaten', 'magetan', 'bantu', 'sembako', 'masker', 'harap', 'manfaat', 'bantu', 'kurang', 'beban', 'masyarakat', 'dampak', 'wabah', 'covid', 'number', 'hendrad']"
822,3.0,0.9698,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['puasa', 'time', 'allcaps', 'pkp', 'allcaps', 'sendu', 'nak', 'buka', 'kt', 'pergi', 'bazar', 'terawih', 'masjid', 'duduk', 'je', 'diam', 'kat', 'rumah', 'kang', 'kena', 'covid', 'number', 'sendu', 'hidup', 'kau', 'repeated', 'ada', 'repeated']"
823,6.0,0.8905,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['antisipasi', 'sebar', 'covid', 'number', 'arah', 'gubernur', 'jatim']"
824,0.0,0.9602,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['rm', 'tali', 'sokong', 'emosi', 'psikososial', 'allcaps', 'covid', 'allcaps', 'number', 'operasi', 'number', 'pagi', 'number', 'petang', 'hubung', 'number', 'number', 'number', 'number', 'number', 'number']"
825,3.0,0.9726,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['tgk', 'betapa', 'mudah', 'droplet', 'covid', 'number', 'rebak', 'kawasan', 'tutup', 'atur', 'mudah', 'musim', 'covid', 'number', 'sakit', 'batuk', 'mengada', 'nak', 'orang', 'ramai', 'elak', 'sentuh', 'muka', 'number', 'pakai', 'mask', 'luar', 'cuci', 'tangan', 'cuci_tangan', 'cuci_tangan']"
826,2.0,0.9562,"covid, number, repeated, jaga_jarak, kena, tangan, jaga, takut, orang, salam","['achmad', 'yurianto', 'jaga', 'jarak', 'kontak', 'sosial', 'hindar', 'kerumun', 'hindar', 'temu', 'temu', 'hadir', 'orang', 'cegah', 'tular', 'covid', 'number', 'jaga_jarak', 'jaga_jarak']"
827,6.0,0.8749,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['anak', 'krakatau', 'alami', 'gejala', 'covid', 'number']"
828,4.0,0.8247,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['kaya', 'covid', 'number', 'kenal']"
829,0.0,0.854,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['cegah', 'covid', 'number', 'rumah', 'ajah']"
830,3.0,0.5962,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['mantap', 'elongated', 'polda', 'jateng', 'proses', 'laku', 'tolak', 'makam', 'jenazah', 'allcaps', 'covid', 'allcaps', 'number', 'aman', 'orang', 'duga', 'provokasi', 'warga', 'tolak', 'makam', 'jenazah', 'makam_jenazah', 'makam_jenazah', 'makam_jenazah', 'makam_jenazah', 'makam_jenazah', 'makam_jenazah']"
831,5.0,0.9416,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['hubung', 'covid', 'number', 'pandemi', 'simpul', 'peristiwa', 'pandemi', 'dunia', 'covid', 'number', 'hikmah', 'covid', 'number', 'ambil']"
832,4.0,0.9027,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['sumbang', 'barangan', 'perlu', 'risalah', 'allcaps', 'covid', 'allcaps', 'number']"
833,0.0,0.6009,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['sehat', 'sehat', 'mas', 'moga', 'covid', 'lekas', 'ekonomi', 'pulih']"
834,3.0,0.9718,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['kadang', 'suka', 'ketawa', 'ngeliat', 'orang', 'indo', 'ngetwit', 'nada', 'sg', 'salah', 'laba', 'tangan', 'covid', 'smntr', 'dia', 'gatau', 'hari', 'sg', 'stay', 'jg', 'indo', 'nggak', 'tangan', 'covid', 'yaudahlah', 'iya', 'biarin', 'feel', 'better', 'kasihan']"
835,3.0,0.9485,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['darurat', 'allcaps', 'covid', 'allcaps', 'number', 'allcaps', 'kua', 'allcaps', 'tamalate', 'makassar', 'layan', 'nikah', 'pasang', 'suami', 'istri', 'kantor']"
836,0.0,0.9416,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['kerjasama', 'ada', 'obat', 'allcaps', 'covid', 'allcaps', 'number', 'indonesia', 'jepang', 'india', 'pusat', 'siar', 'pers', 'indonesia']"
837,3.0,0.9204,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['covid', 'number', 'number', 'anggota', 'allcaps', 'kkm', 'allcaps', 'positif', 'takat', 'date']"
838,0.0,0.9326,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['operasi', 'nyahkuman', 'pekan', 'simunjan', 'cegah', 'tular', 'covid', 'number', 'dapat', 'berita', 'penuh', 'fb']"
839,4.0,0.854,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['tumpang', 'gelap', 'nama', 'covid', 'number']"
840,6.0,0.9708,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['patroli', 'dialogis', 'personil', 'polsek', 'palu', 'utara', 'melaksanaka', 'giat', 'patroli', 'himbauan', 'selebaran', 'maklumat', 'kapolri', 'bahaya', 'tangkal', 'sebar', 'wabah', 'virus', 'corona', 'covid', 'number', 'swalayan', 'pasar', 'spbu', 'giat', 'rutin', 'polsek', 'palu', 'utara']"
841,4.0,0.9698,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['allcaps', 'update', 'allcaps', 'tanggal', 'date', 'indonesia', 'umum', 'number', 'orang', 'allcaps', 'covid', 'allcaps', 'number', 'total', 'number', 'orang', 'awat', 'number', 'orang', 'sembuh', 'number', 'orang', 'number', 'tinggal', 'dunia', 'number', 'orang', 'number']"
842,4.0,0.9602,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['jokowi', 'batas', 'sosial', 'protokol', 'sehat', 'ketat', 'terap', 'kendali', 'sebar', 'covid', 'number', 'kurang', 'dampak', 'ekonomi', 'ikut', 'perintah', 'keluar', 'paket', 'insentif', 'ekonomi', 'warga']"
843,6.0,0.9374,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['number', 'posko', 'covid', 'number', 'diri', 'sidoarjo', 'lengkap', 'fasilitas', 'alat', 'sehat', 'allcaps', 'apd', 'allcaps']"
844,0.0,0.9687,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['obat', 'cefixime', 'minum', 'dokter', 'langsung', 'bilang', 'minum', 'de', 'biar', 'cespleng', 'wayahna', 'bis', 'sangka', 'covid', 'mun', 'gohgoy', 'wae', 'lupa', 'minum', 'air', 'anget', 'number', 'number', 'minum', 'obat', 'dewa', 'bom']"
845,4.0,0.9619,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['sobat', 'allcaps', 'kukm', 'allcaps', 'tahu', 'rapat', 'anggota', 'koperasi', 'laksana', 'media', 'online', 'tulis', 'marak', 'sebar', 'virus', 'covid', 'number', 'koperasi', 'laksana', 'allcaps', 'rat', 'allcaps']"
846,4.0,0.9756,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['allcaps', 'egois', 'allcaps', 'bgm', 'kondisi', 'kini', 'negara', 'adidaya', 'as', 'serang', 'virus', 'corona', 'pmerintah', 'as', 'smkin', 'mmprlihatkan', 'wjh', 'asli', 'sikap', 'egois', 'bgitu', 'nyta', 'bhkn', 'negara', 'tetangga', 'brjasa', 'mnyelamatkannya', 'msa', 'sulit', 'akibat', 'pandemi', 'allcaps', 'covid', 'allcaps', 'number']"
847,5.0,0.9027,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['teman', 'usaha', 'dampak', 'covid', 'allcaps', 'psbb', 'allcaps', 'bantu']"
848,4.0,0.9726,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['gara', 'gara', 'baca', 'berita', 'covid', 'number', 'cocok', 'search', 'lagu', 'suka', 'google', 'ketik', 'refleks', 'covid', 'nge', 'wa', 'teman', 'ketik', 'covid', 'nama', 'teman', 'revisi', 'judul', 'artikel', 'lagi', 'refleks', 'etik', 'covid', 'covid', 'number', 'haunts']"
849,4.0,0.927,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['tolong', 'kuarantin', 'kluster', 'kayangan', 'repeated', 'biar', 'malam', 'mimpi', 'kena', 'kusta', 'covid']"
850,2.0,0.9583,"covid, number, repeated, jaga_jarak, kena, tangan, jaga, takut, orang, salam","['yess', 'repeated', 'kmren', 'priksanya', 'rs', 'nampung', 'pasien', 'covid', 'ttep', 'hati', 'sih', 'jaga', 'jarak', 'cuci', 'tangan', 'dst', 'jaga_jarak', 'cuci_tangan', 'jaga_jarak', 'cuci_tangan']"
851,0.0,0.9124,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['komsos', 'babinsa', 'gubeng', 'edukasi', 'warga', 'cegah', 'sebar', 'covid', 'number']"
